ChurnKey;CustomerKey;DateKey;LocalisationKey;ServiceKey;CustomerID;Gender;Age;MaritalStatus;City;State;MonthlyCharge;Contrat;PaymentMethod;Satisfaction_score;ChurValue;CustomerStatus;ChurnScore;ChurnCategory;CLTV;PhoneService;MultipleLines;InternetService;InternetType;StreamingTV;StreamingMovies;StreamingMusic;OnlineSecurity;DeviceProtection;SubscriptionDate;SubsciptionMonths;SubscriptionQuarter;ChurnDate
121;121;1110;816;4424;0208-BPQEJ;Female;48;Yes;Middletown;California;19,399999618530273;Month-to-Month;Bank Withdrawal;3;0;Stayed;29;;3713;1;0;0;None;0;0;0;0;0;2020-01-12;1;Q1;
122;122;1114;1070;6368;0212-ISBBF;Female;51;No;Berkeley;California;50,349998474121094;Month-to-Month;Bank Withdrawal;3;0;Stayed;73;;2875;0;0;1;Cable;1;1;1;0;0;2020-01-16;1;Q1;
123;123;1246;561;2964;0214-JHPFW;Female;22;Yes;Lost Hills;California;57,799999237060547;Two Year;Bank Withdrawal;4;0;Stayed;42;;5640;0;0;1;Cable;1;1;1;0;1;2020-05-27;5;Q2;
124;124;1131;1253;2917;0215-BQKGS;Male;52;No;Garden Grove;California;84,300003051757813;Month-to-Month;Credit Card;4;0;Stayed;66;;5393;1;0;1;Fiber Optic;0;0;0;1;1;2020-02-02;2;Q1;
125;125;1250;536;7013;0218-QNVAS;Male;22;Yes;Indio;California;100,55000305175781;One Year;Bank Withdrawal;5;0;Stayed;37;;5876;1;1;1;Fiber Optic;1;1;1;0;0;2020-05-31;5;Q2;
126;126;1257;1427;3994;0219-QAERP;Male;33;Yes;Oxnard;California;19,799999237060547;One Year;Credit Card;5;0;Stayed;74;;4006;1;0;0;None;0;0;0;0;0;2020-06-07;6;Q2;
127;127;1141;18;1210;0219-YTZUE;Male;26;Yes;San Diego;California;84,800003051757813;Month-to-Month;Bank Withdrawal;3;1;Churned;73;Competitor;4939;1;1;1;Fiber Optic;0;0;1;0;1;2020-02-12;2;Q1;2020-09-01
128;128;1164;65;2430;0220-EBGCE;Male;58;No;Escondido;California;85,849998474121094;Month-to-Month;Bank Withdrawal;1;1;Churned;67;Competitor;3273;1;0;1;Fiber Optic;0;1;1;0;1;2020-03-06;3;Q1;2020-09-27
129;129;1120;435;6053;0221-NAUXK;Male;22;No;Moreno Valley;California;19,950000762939453;One Year;Bank Withdrawal;5;0;Stayed;48;;3044;1;0;0;None;0;0;0;0;0;2020-01-22;1;Q1;
130;130;1251;102;495;0221-WMXNQ;Male;66;No;Chino;California;75,349998474121094;One Year;Bank Withdrawal;3;0;Stayed;40;;4033;1;0;1;Fiber Optic;0;0;0;1;0;2020-06-01;6;Q2;
131;131;1176;501;617;0222-CNVPT;Male;69;No;Sacramento;California;48,799999237060547;Two Year;Credit Card;3;0;Stayed;67;;4865;0;0;1;DSL;1;1;1;1;0;2020-03-18;3;Q1;
132;132;1234;104;1546;0224-HJAPT;Male;25;No;San Diego;California;47,150001525878906;Month-to-Month;Bank Withdrawal;2;1;Churned;82;Competitor;2857;1;1;1;Cable;0;0;1;0;0;2020-05-15;5;Q2;2020-09-04
133;133;1240;1205;6493;0224-NIJLP;Male;30;Yes;Turlock;California;20,149999618530273;Two Year;Credit Card;4;0;Stayed;32;;3899;1;0;0;None;0;0;0;0;0;2020-05-21;5;Q2;
134;134;1291;421;515;0224-RLWWD;Female;73;No;Calexico;California;44,299999237060547;One Year;Bank Withdrawal;3;0;Joined;44;;3805;1;0;1;Cable;0;0;0;0;0;2020-07-11;7;Q3;
135;135;1331;1284;5436;0225-ZORZP;Male;46;No;Groveland;California;84,300003051757813;Month-to-Month;Bank Withdrawal;5;0;Joined;43;;5828;1;0;1;Fiber Optic;0;1;1;0;0;2020-08-20;8;Q3;
136;136;1243;1504;5369;0228-MAUWC;Male;40;No;Los Gatos;California;59,549999237060547;Month-to-Month;Bank Withdrawal;4;0;Stayed;39;;3949;1;1;1;DSL;0;0;0;0;1;2020-05-24;5;Q2;
137;137;1257;573;3045;0229-LFJAF;Male;53;No;Clovis;California;69,650001525878906;Two Year;Bank Withdrawal;5;0;Stayed;32;;4262;1;1;1;DSL;0;0;0;1;1;2020-06-07;6;Q2;
138;138;1218;828;1098;0230-UBYPQ;Male;76;Yes;Hyampom;California;36,099998474121094;One Year;Bank Withdrawal;3;0;Stayed;48;;5089;0;0;1;DSL;0;0;0;1;0;2020-04-29;4;Q2;
139;139;1165;1359;2685;0230-WEQUW;Male;38;Yes;Woodland Hills;California;56,599998474121094;Two Year;Bank Withdrawal;4;0;Stayed;77;;5500;0;0;1;DSL;1;0;0;1;1;2020-03-07;3;Q1;
140;140;1177;33;2261;0231-LXVAP;Male;23;No;Temecula;California;75,900001525878906;Month-to-Month;Bank Withdrawal;3;1;Churned;66;Competitor;3389;1;0;1;Fiber Optic;0;0;0;0;0;2020-03-19;3;Q1;2020-07-15
141;141;1103;1286;4374;0233-FTHAV;Female;24;No;Livingston;California;79,199996948242188;One Year;Bank Withdrawal;3;0;Stayed;49;;5687;1;1;1;Fiber Optic;0;0;0;0;1;2020-01-05;1;Q1;
142;142;1174;1261;4030;0234-TEVTT;Female;43;Yes;Tulare;California;45;One Year;Credit Card;3;0;Stayed;21;;5269;0;0;1;DSL;0;1;1;1;1;2020-03-16;3;Q1;
143;143;1141;1044;1615;0235-KGSLC;Female;45;No;Buellton;California;85,550003051757813;Month-to-Month;Credit Card;2;1;Churned;86;Other;3967;1;0;1;Fiber Optic;1;0;0;0;1;2020-02-12;2;Q1;2020-07-27
144;144;1133;904;1284;0236-HFWSV;Male;49;No;Palmdale;California;93,349998474121094;Month-to-Month;Bank Withdrawal;1;1;Churned;77;Competitor;5264;1;1;1;Fiber Optic;1;1;1;0;0;2020-02-04;2;Q1;2020-08-21
145;145;1201;112;5015;0237-YFUTL;Female;62;Yes;Midway City;California;109,65000152587891;Month-to-Month;Bank Withdrawal;3;0;Stayed;21;;4676;1;1;1;Fiber Optic;1;1;1;1;0;2020-04-12;4;Q2;
146;146;1128;74;4485;0238-WHBIQ;Male;25;Yes;Folsom;California;89,699996948242188;Two Year;Credit Card;3;0;Stayed;50;;4193;1;1;1;Cable;1;1;1;1;1;2020-01-30;1;Q1;
147;147;1228;470;6363;0239-OXEXL;Female;37;No;Oakland;California;84,25;Month-to-Month;Credit Card;4;0;Stayed;49;;3509;1;1;1;Fiber Optic;0;0;0;1;0;2020-05-09;5;Q2;
148;148;1247;938;4280;0244-LGNFY;Female;35;Yes;San Anselmo;California;92,650001525878906;Two Year;Bank Withdrawal;4;0;Stayed;75;;6342;1;1;1;DSL;1;1;1;1;1;2020-05-28;5;Q2;
149;149;1284;1240;4777;0247-SLUJI;Male;37;Yes;Duarte;California;19,700000762939453;Month-to-Month;Credit Card;5;0;Joined;43;;2004;1;0;0;None;0;0;0;0;0;2020-07-04;7;Q3;
150;150;1286;1249;3916;0248-IPDFW;Female;19;No;Lake Elsinore;California;50,099998474121094;Month-to-Month;Bank Withdrawal;4;0;Joined;57;;5617;1;1;1;Cable;0;0;0;0;0;2020-07-06;7;Q3;
151;151;1100;761;992;0248-PGHBZ;Female;69;No;San Clemente;California;92,449996948242188;Two Year;Bank Withdrawal;4;0;Stayed;80;;5857;1;0;1;Fiber Optic;1;0;0;1;0;2020-01-02;1;Q1;
152;152;1166;995;4675;0253-ZTEOB;Female;44;Yes;Los Angeles;California;79,650001525878906;Two Year;Bank Withdrawal;4;0;Stayed;50;;3246;1;1;1;DSL;1;1;1;0;0;2020-03-08;3;Q1;
153;153;1236;397;5770;0254-FNMCI;Female;19;No;Downey;California;109,90000152587891;Two Year;Bank Withdrawal;4;0;Stayed;37;;5234;1;0;1;Fiber Optic;1;1;1;1;1;2020-05-17;5;Q2;
154;154;1195;934;4265;0254-KCJGT;Male;64;Yes;Bodega Bay;California;81,400001525878906;One Year;Credit Card;4;0;Stayed;64;;4628;1;1;1;Cable;0;1;1;1;1;2020-04-06;4;Q2;
155;155;1268;719;6662;0254-WWRKD;Female;44;Yes;Challenge;California;50,549999237060547;One Year;Credit Card;5;0;Stayed;51;;5122;1;0;1;Cable;0;0;0;0;0;2020-06-18;6;Q2;
156;156;1244;879;1226;0256-LTHVJ;Female;58;Yes;Ludlow;California;81,050003051757813;Month-to-Month;Bank Withdrawal;1;1;Churned;91;Competitor;5201;1;0;1;Fiber Optic;0;1;1;0;0;2020-05-25;5;Q2;2020-07-19
157;157;1173;1507;5374;0257-KXZGU;Female;29;Yes;Santa Clara;California;62,450000762939453;Month-to-Month;Bank Withdrawal;3;0;Stayed;74;;5442;1;1;1;DSL;0;0;1;0;1;2020-03-15;3;Q1;
158;158;1166;23;33;0257-ZESQC;Female;80;Yes;Perris;California;75,199996948242188;Month-to-Month;Bank Withdrawal;1;1;Churned;91;Attitude;4517;1;0;1;Cable;0;0;0;1;0;2020-03-08;3;Q1;2020-09-28
159;159;1285;1548;4448;0258-NOKBL;Male;22;No;Fortuna;California;90,400001525878906;Month-to-Month;Bank Withdrawal;5;0;Joined;61;;5625;1;0;1;Fiber Optic;0;1;1;0;1;2020-07-05;7;Q3;
160;160;1170;18;1213;0259-GBZSH;Male;22;No;San Diego;California;85,650001525878906;Month-to-Month;Bank Withdrawal;1;1;Churned;73;Competitor;3878;1;1;1;Cable;1;0;1;0;0;2020-03-12;3;Q1;2020-08-31
161;161;1156;876;1847;0260-ZDLGK;Female;50;No;San Dimas;California;72,900001525878906;Month-to-Month;Credit Card;1;1;Churned;65;Competitor;3585;1;0;1;Cable;1;1;1;0;1;2020-02-27;2;Q1;2020-07-21
162;162;1106;1297;4501;0263-FJTQO;Male;53;Yes;Rescue;California;70,5;Two Year;Credit Card;4;0;Stayed;60;;4022;1;1;1;Cable;1;0;0;1;0;2020-01-08;1;Q1;
163;163;1204;1608;5708;0264-CNITK;Female;45;Yes;Clio;California;20,100000381469727;Two Year;Bank Withdrawal;3;0;Stayed;23;;5043;1;0;0;None;0;0;0;0;0;2020-04-15;4;Q2;
164;164;1167;18;20;0265-EDXBD;Male;76;Yes;San Diego;California;74,900001525878906;Month-to-Month;Bank Withdrawal;2;1;Churned;69;Attitude;4105;1;1;1;Fiber Optic;0;0;0;0;0;2020-03-09;3;Q1;2020-07-01
165;165;1137;355;5560;0265-PSUAE;Female;57;Yes;Lotus;California;100,69999694824219;Month-to-Month;Bank Withdrawal;4;0;Stayed;72;;3337;1;0;1;Fiber Optic;1;1;1;1;1;2020-02-08;2;Q1;
166;166;1192;384;3817;0266-CLZKZ;Female;45;Yes;San Marcos;California;105,65000152587891;Two Year;Bank Withdrawal;5;0;Stayed;59;;6383;1;1;1;Fiber Optic;1;1;1;0;1;2020-04-03;4;Q2;
167;167;1143;1264;5130;0266-GMEAO;Male;43;Yes;Lompoc;California;114,30000305175781;Two Year;Credit Card;3;0;Stayed;70;;5879;1;1;1;Fiber Optic;1;1;1;1;1;2020-02-14;2;Q1;
168;168;1255;712;1745;0268-QKIWO;Female;41;No;Pilot Hill;California;19,75;Month-to-Month;Bank Withdrawal;3;1;Churned;83;Attitude;2647;1;0;0;None;0;0;0;0;0;2020-06-05;6;Q2;2020-09-10
169;169;1179;1482;6304;0269-XFESX;Male;22;Yes;San Francisco;California;24,350000381469727;One Year;Credit Card;5;0;Stayed;30;;4031;1;1;0;None;0;0;0;0;0;2020-03-21;3;Q1;
170;170;1245;873;6902;0270-THENM;Male;62;Yes;Mission Hills;California;69,849998474121094;Two Year;Bank Withdrawal;3;0;Stayed;77;;6233;1;1;1;DSL;0;0;0;1;1;2020-05-26;5;Q2;
171;171;1128;624;3615;0274-JKUJR;Male;21;Yes;Los Angeles;California;58,849998474121094;Month-to-Month;Credit Card;3;0;Stayed;76;;3332;0;0;1;Cable;1;1;1;1;1;2020-01-30;1;Q1;
172;172;1201;865;5810;0277-BKSQP;Male;49;Yes;Harbor City;California;54,400001525878906;Month-to-Month;Bank Withdrawal;4;0;Stayed;62;;4854;1;0;1;DSL;1;0;0;0;0;2020-04-12;4;Q2;
173;173;1224;41;4182;0277-ORXQS;Male;33;Yes;San Francisco;California;50,549999237060547;Two Year;Bank Withdrawal;4;0;Stayed;30;;4652;0;0;1;Cable;1;1;1;0;0;2020-05-05;5;Q2;
174;174;1193;520;1162;0278-YXOOG;Male;30;No;Inglewood;California;21,049999237060547;Month-to-Month;Credit Card;3;1;Churned;66;Attitude;2604;1;0;0;None;0;0;0;0;0;2020-04-04;4;Q2;2020-09-27
175;175;1112;852;1147;0280-XJGEX;Male;38;No;Los Angeles;California;103,69999694824219;Month-to-Month;Bank Withdrawal;1;1;Churned;89;Competitor;5340;1;1;1;Fiber Optic;1;1;1;0;1;2020-01-14;1;Q1;2020-08-09
176;176;1120;918;6283;0281-CNTZX;Male;56;Yes;Pescadero;California;19,950000762939453;Two Year;Bank Withdrawal;3;0;Stayed;74;;5151;1;0;0;None;0;0;0;0;0;2020-01-22;1;Q1;
177;177;1209;799;1051;0282-NVSJS;Female;70;Yes;Aromas;California;29,299999237060547;Month-to-Month;Mailed Check;4;0;Stayed;75;;3353;0;0;1;DSL;0;0;0;0;0;2020-04-20;4;Q2;
178;178;1256;1267;3040;0285-INHLN;Male;54;Yes;Badger;California;54,75;Month-to-Month;Credit Card;3;0;Stayed;41;;3519;1;0;1;DSL;0;0;0;1;0;2020-06-06;6;Q2;
179;179;1121;232;6233;0289-IVARM;Female;57;No;Parlier;California;60,549999237060547;Month-to-Month;Bank Withdrawal;4;0;Stayed;34;;3463;1;0;1;DSL;0;0;0;1;1;2020-01-23;1;Q1;
180;180;1137;1393;6011;0292-WEGCH;Female;40;Yes;Death Valley;California;86,199996948242188;Month-to-Month;Bank Withdrawal;3;0;Stayed;45;;6275;1;1;1;DSL;1;1;1;0;1;2020-02-08;2;Q1;
181;181;1164;875;2500;0295-PPHDO;Male;56;No;La Puente;California;95,449996948242188;Month-to-Month;Bank Withdrawal;1;1;Churned;71;Competitor;5962;1;1;1;Fiber Optic;1;1;1;0;0;2020-03-06;3;Q1;2020-07-25
182;182;1270;1268;3068;0295-QVKPB;Male;38;No;Riverdale;California;63,950000762939453;Month-to-Month;Credit Card;4;0;Stayed;42;;3099;1;0;1;DSL;1;0;0;0;1;2020-06-20;6;Q2;
183;183;1129;237;3120;0297-RBCSG;Male;61;No;San Francisco;California;65,349998474121094;One Year;Bank Withdrawal;4;0;Stayed;39;;2051;1;0;1;DSL;0;1;1;0;0;2020-01-31;1;Q1;
184;184;1181;612;6656;0298-XACET;Male;35;Yes;Berry Creek;California;50,200000762939453;Two Year;Credit Card;4;0;Stayed;47;;5396;0;0;1;DSL;1;0;0;0;1;2020-03-23;3;Q1;
185;185;1129;67;4411;0301-FIDRB;Female;61;Yes;Fulton;California;63,799999237060547;Two Year;Bank Withdrawal;4;0;Stayed;32;;6107;0;0;1;DSL;1;1;1;1;1;2020-01-31;1;Q1;
186;186;1176;1191;3225;0301-KOBTQ;Male;50;No;Capitola;California;20,049999237060547;Two Year;Bank Withdrawal;5;0;Stayed;20;;3398;1;0;0;None;0;0;0;0;0;2020-03-18;3;Q1;
187;187;1184;301;2166;0302-JOIVN;Female;47;Yes;San Diego;California;101,15000152587891;Month-to-Month;Bank Withdrawal;2;1;Churned;76;Competitor;2750;1;0;1;Fiber Optic;1;1;1;0;1;2020-03-26;3;Q1;2020-08-17
188;188;1172;103;2705;0303-UNCIP;Male;35;No;Claremont;California;65;One Year;Mailed Check;4;0;Stayed;57;;5043;1;1;1;DSL;0;1;1;0;1;2020-03-14;3;Q1;
189;189;1213;872;5840;0303-WMMRN;Male;32;No;Glendale;California;19,25;Month-to-Month;Credit Card;3;0;Stayed;27;;3056;1;0;0;None;0;0;0;0;0;2020-04-24;4;Q2;
190;190;1198;188;6815;0305-SQECB;Female;54;No;Gardena;California;36,049999237060547;One Year;Credit Card;4;0;Stayed;67;;4265;0;0;1;DSL;0;0;0;1;0;2020-04-09;4;Q2;
191;191;1250;85;1233;0306-JAELE;Male;61;No;Fallbrook;California;96,099998474121094;Month-to-Month;Bank Withdrawal;1;1;Churned;66;Competitor;4192;1;0;1;Fiber Optic;1;1;1;0;0;2020-05-31;5;Q2;2020-07-25
192;192;1117;1483;5264;0307-BCOPK;Female;62;No;San Francisco;California;19,049999237060547;One Year;Credit Card;5;0;Stayed;60;;4336;1;0;0;None;0;0;0;0;0;2020-01-19;1;Q1;
193;193;1110;302;670;0308-GIQJT;Male;80;No;San Diego;California;105,75;One Year;Bank Withdrawal;4;0;Stayed;54;;4921;1;1;1;Fiber Optic;1;1;0;0;0;2020-01-12;1;Q1;
194;194;1204;1417;2901;0308-IVGOK;Female;23;No;Santa Ana;California;40,400001525878906;One Year;Credit Card;5;0;Stayed;62;;2133;0;0;1;DSL;0;0;0;0;1;2020-04-15;4;Q2;
195;195;1191;700;1710;0310-MVLET;Female;63;Yes;Snelling;California;99,150001525878906;Month-to-Month;Bank Withdrawal;3;1;Churned;77;Dissatisfaction;5612;1;1;1;Fiber Optic;1;1;1;0;0;2020-04-02;4;Q2;2020-09-12
196;196;1208;1452;4079;0310-SUCIN;Female;50;Yes;Darwin;California;84,800003051757813;One Year;Bank Withdrawal;3;0;Stayed;28;;5643;1;0;1;Cable;1;1;1;1;1;2020-04-19;4;Q2;
197;197;1159;1246;4974;0310-VQXAM;Male;56;No;San Bernardino;California;19,850000381469727;Month-to-Month;Credit Card;3;0;Stayed;63;;2788;1;0;0;None;0;0;0;0;0;2020-03-01;3;Q1;
198;198;1256;353;5519;0311-QYWSS;Female;63;No;Garberville;California;49,450000762939453;Month-to-Month;Bank Withdrawal;3;0;Stayed;60;;3672;1;0;1;DSL;0;0;0;1;0;2020-06-06;6;Q2;
199;199;1156;1135;1823;0311-UNPFF;Female;58;No;Long Beach;California;88,800003051757813;Month-to-Month;Bank Withdrawal;2;1;Churned;82;Dissatisfaction;4910;1;0;1;Fiber Optic;1;1;1;0;0;2020-02-27;2;Q1;2020-09-15
200;200;1151;1369;2721;0314-TKOSI;Female;29;No;Upland;California;55,150001525878906;Month-to-Month;Mailed Check;4;0;Stayed;42;;5377;1;0;1;Cable;0;0;0;1;0;2020-02-22;2;Q1;
201;201;1258;1572;4528;0315-LVCRK;Male;54;No;El Dorado Hills;California;84,800003051757813;Month-to-Month;Bank Withdrawal;4;0;Stayed;60;;4924;1;0;1;Fiber Optic;0;1;1;0;1;2020-06-08;6;Q2;
202;202;1153;1207;2040;0318-QUUOB;Male;25;Yes;Santa Rosa;California;80,550003051757813;Month-to-Month;Bank Withdrawal;1;1;Churned;91;Competitor;4273;1;0;1;Fiber Optic;1;0;1;0;0;2020-02-24;2;Q1;2020-07-03
203;203;1159;1000;2589;0318-ZOPWS;Female;31;Yes;Malibu;California;20,149999618530273;Two Year;Bank Withdrawal;5;0;Stayed;37;;5422;1;0;0;None;0;0;0;0;0;2020-03-01;3;Q1;
204;204;1302;1085;3329;0319-QZTCO;Female;25;Yes;Santa Rosa;California;58,700000762939453;Month-to-Month;Credit Card;3;0;Joined;52;;3654;1;0;1;DSL;1;0;0;0;0;2020-07-22;7;Q3;
205;205;1116;1268;4121;0320-DWVTU;Female;46;No;Riverdale;California;99,5;Two Year;Credit Card;3;0;Stayed;23;;4754;1;0;1;Fiber Optic;0;1;1;1;1;2020-01-18;1;Q1;
206;206;1133;1038;1599;0320-JDNQG;Male;28;Yes;Oxnard;California;99,849998474121094;Month-to-Month;Bank Withdrawal;1;1;Churned;83;Other;3425;1;0;1;Fiber Optic;1;1;1;1;0;2020-02-04;2;Q1;2020-09-06
207;207;1135;122;1289;0322-CHQRU;Male;63;No;Palmdale;California;45,349998474121094;Month-to-Month;Bank Withdrawal;1;1;Churned;81;Competitor;3478;1;0;1;DSL;0;0;0;0;0;2020-02-06;2;Q1;2020-07-02
208;208;1203;748;1190;0322-YINQP;Male;37;No;Covina;California;48,549999237060547;Month-to-Month;Credit Card;1;1;Churned;77;Attitude;5687;1;0;1;DSL;0;0;0;1;0;2020-04-14;4;Q2;2020-07-10
209;209;1303;131;3097;0323-XWWTN;Male;44;No;San Lucas;California;26,399999618530273;Two Year;Credit Card;5;0;Joined;77;;4315;1;1;0;None;0;0;0;0;0;2020-07-23;7;Q3;
210;210;1142;122;269;0324-BRPCJ;Female;74;Yes;Palmdale;California;100,19999694824219;Month-to-Month;Bank Withdrawal;1;1;Churned;70;Competitor;4481;1;1;1;Cable;1;1;1;0;0;2020-02-13;2;Q1;2020-07-31
211;211;1275;1209;2051;0325-XBFAC;Male;44;No;Hoopa;California;94,699996948242188;Month-to-Month;Bank Withdrawal;1;1;Churned;94;Competitor;5811;1;0;1;Fiber Optic;1;1;1;0;1;2020-06-25;6;Q2;2020-09-21
212;212;1198;290;4767;0326-VDYXE;Female;21;Yes;Long Beach;California;97,650001525878906;One Year;Bank Withdrawal;4;0;Stayed;35;;4252;1;1;1;Fiber Optic;1;1;1;0;1;2020-04-09;4;Q2;
213;213;1230;1211;6562;0327-WFZSY;Male;62;Yes;Samoa;California;100;One Year;Bank Withdrawal;3;0;Stayed;64;;5434;1;1;1;Fiber Optic;1;1;1;0;1;2020-05-11;5;Q2;
214;214;1247;1293;2375;0328-GRPMV;Female;43;No;Burnt Ranch;California;70,099998474121094;Month-to-Month;Bank Withdrawal;1;1;Churned;84;Competitor;3706;1;0;1;Fiber Optic;0;0;0;0;0;2020-05-28;5;Q2;2020-08-21
215;215;1199;1253;2235;0329-GTIAJ;Female;40;No;Garden Grove;California;97,900001525878906;Month-to-Month;Bank Withdrawal;3;1;Churned;86;Price;4330;1;0;1;Fiber Optic;1;1;1;0;0;2020-04-10;4;Q2;2020-09-16
216;216;1250;515;4658;0330-BGYZE;Male;48;Yes;Milford;California;102,5;One Year;Bank Withdrawal;5;0;Stayed;54;;4968;1;1;1;Fiber Optic;1;1;1;0;1;2020-05-31;5;Q2;
217;217;1124;276;1450;0330-IVZHA;Female;55;Yes;Anderson;California;69,949996948242188;Month-to-Month;Bank Withdrawal;2;1;Churned;81;Attitude;2969;1;0;1;Fiber Optic;0;0;0;0;0;2020-01-26;1;Q1;2020-09-09
218;218;1134;18;28;0334-GDDSO;Male;77;No;San Diego;California;81,349998474121094;Month-to-Month;Bank Withdrawal;1;1;Churned;73;Competitor;2818;1;1;1;Fiber Optic;0;0;0;0;0;2020-02-05;2;Q1;2020-08-14
219;219;1269;389;5961;0334-ZFJSR;Female;41;Yes;San Diego;California;66,050003051757813;One Year;Credit Card;4;0;Stayed;68;;5501;1;1;1;Cable;0;0;0;1;0;2020-06-19;6;Q2;
220;220;1257;1449;6185;0336-KXKFK;Male;43;No;Santa Margarita;California;61,200000762939453;Two Year;Credit Card;3;0;Stayed;38;;4085;0;0;1;DSL;1;1;1;1;1;2020-06-07;6;Q2;
221;221;1261;552;691;0336-PIKEI;Male;69;Yes;Orange;California;74,400001525878906;Two Year;Bank Withdrawal;4;0;Stayed;58;;5590;1;0;1;DSL;1;0;0;1;1;2020-06-11;6;Q2;
222;222;1187;391;1796;0337-CNPZE;Female;63;No;Los Angeles;California;106,30000305175781;Month-to-Month;Bank Withdrawal;2;1;Churned;85;Price;5383;1;1;1;Fiber Optic;1;1;1;0;1;2020-03-29;3;Q1;2020-07-24
223;223;1192;1283;3248;0343-QLUZP;Male;38;No;San Jose;California;39,599998474121094;Two Year;Bank Withdrawal;3;0;Stayed;32;;5544;0;0;1;DSL;0;0;0;1;1;2020-04-03;4;Q2;
224;224;1202;301;2175;0345-HKJVM;Female;43;No;San Diego;California;89,300003051757813;Month-to-Month;Bank Withdrawal;1;1;Churned;91;Other;5800;1;0;1;Fiber Optic;1;1;1;0;0;2020-04-13;4;Q2;2020-08-09
225;225;1239;1563;5557;0345-XMMUG;Female;29;Yes;Ione;California;108,90000152587891;Two Year;Credit Card;5;0;Stayed;45;;5119;1;1;1;Fiber Optic;1;1;1;0;1;2020-05-20;5;Q2;
226;226;1239;1485;3142;0347-UBKUZ;Female;46;No;San Mateo;California;19,899999618530273;Month-to-Month;Mailed Check;4;0;Stayed;29;;3366;1;0;0;None;0;0;0;0;0;2020-05-20;5;Q2;
227;227;1224;104;1536;0348-SDKOL;Female;33;Yes;San Diego;California;102,09999847412109;Month-to-Month;Credit Card;2;1;Churned;96;Competitor;4415;1;1;1;Fiber Optic;1;1;1;0;1;2020-05-05;5;Q2;2020-07-28
228;228;1247;392;3611;0354-VXMJC;Male;60;Yes;Los Angeles;California;19,600000381469727;Two Year;Credit Card;5;0;Stayed;35;;4617;1;0;0;None;0;0;0;0;0;2020-05-28;5;Q2;
229;229;1135;43;164;0354-WYROK;Female;70;Yes;San Francisco;California;98,900001525878906;Month-to-Month;Bank Withdrawal;2;1;Churned;91;Other;4050;1;0;1;Fiber Optic;1;1;0;0;1;2020-02-06;2;Q1;2020-07-26
230;230;1177;943;6415;0356-ERHVT;Male;54;Yes;Santa Cruz;California;45,900001525878906;Month-to-Month;Bank Withdrawal;5;0;Stayed;41;;3880;1;0;1;Cable;0;0;0;0;0;2020-03-19;3;Q1;
231;231;1118;438;536;0356-OBMAC;Female;80;No;Winchester;California;99,900001525878906;Two Year;Bank Withdrawal;3;0;Stayed;45;;5840;1;1;1;Fiber Optic;1;0;0;0;1;2020-01-20;1;Q1;
232;232;1100;1374;6974;0357-NVCRI;Female;41;No;El Cajon;California;20,049999237060547;Month-to-Month;Credit Card;5;0;Stayed;24;;2192;1;0;0;None;0;0;0;0;0;2020-01-02;1;Q1;
233;233;1178;1140;5871;0361-HJRDX;Female;38;No;Sherman Oaks;California;64,349998474121094;Two Year;Credit Card;3;0;Stayed;40;;4146;0;0;1;DSL;1;1;1;1;1;2020-03-20;3;Q1;
234;234;1108;659;3978;0362-RAOQO;Female;48;No;Norco;California;19,649999618530273;Two Year;Credit Card;4;0;Stayed;75;;3878;1;0;0;None;0;0;0;0;0;2020-01-10;1;Q1;
235;235;1178;1102;2069;0362-ZBZWJ;Male;46;No;Thornton;California;84,900001525878906;Month-to-Month;Bank Withdrawal;1;1;Churned;69;Attitude;2455;1;1;1;Fiber Optic;0;1;1;0;0;2020-03-20;3;Q1;2020-07-13
236;236;1276;1176;2276;0363-QJVFX;Male;22;No;Lake Hughes;California;108,15000152587891;Month-to-Month;Credit Card;1;1;Churned;69;Attitude;2541;1;1;1;Fiber Optic;1;1;1;1;0;2020-06-26;6;Q2;2020-07-10
237;237;1178;372;5815;0363-SVHYR;Male;28;Yes;Paramount;California;86,849998474121094;Two Year;Bank Withdrawal;4;0;Stayed;60;;6452;1;1;1;DSL;1;1;1;1;1;2020-03-20;3;Q1;
238;238;1178;1414;5024;0365-BZUWY;Male;58;Yes;San Juan Capistrano;California;102,55000305175781;Month-to-Month;Bank Withdrawal;5;0;Stayed;75;;3803;1;1;1;Fiber Optic;1;1;1;0;1;2020-03-20;3;Q1;
239;239;1132;805;5414;0365-GXEZS;Male;55;Yes;Copperopolis;California;78,199996948242188;Month-to-Month;Bank Withdrawal;5;0;Stayed;79;;2831;1;0;1;Fiber Optic;0;0;0;0;1;2020-02-03;2;Q1;
240;240;1262;1365;5887;0365-TRTPY;Female;52;No;Covina;California;91,199996948242188;Month-to-Month;Bank Withdrawal;3;0;Stayed;44;;5135;1;1;1;Fiber Optic;0;0;0;1;1;2020-06-12;6;Q2;
241;241;1321;504;5628;0366-NQSHS;Male;42;No;Colusa;California;19,350000381469727;Month-to-Month;Credit Card;3;0;Joined;52;;5863;1;0;0;None;0;0;0;0;0;2020-08-10;8;Q3;
242;242;1225;1350;4748;0369-ZGOVK;Female;56;Yes;Cypress;California;70,400001525878906;One Year;Bank Withdrawal;3;0;Stayed;54;;5195;1;0;1;Fiber Optic;0;0;0;0;0;2020-05-06;5;Q2;
